md5sum,document_name,theme,type,author,author_type,date,language,link,pdf_link,validation_status,data_error_type,party,translation,version,status,source,topics
7b7863ba136b8908a0a37ac30d12800c,"International Cryosphere Climate Initiative (ICCI) Submission Global	Stocktake	under the	Paris	Agreement. Call for an inter-, pre-or in-sessional on Climate Cryosphere - Linkages","Adaptation, Loss and damage, Capacity-building, Climate finance, Global stocktake, Means of implementation, Response measures, Mitigation, Technology, Science and research",Submissions to the Global Stocktake,International Cryosphere Climate Initiative (ICCI),,2022-10-18T12:00:00Z,English,/documents/618713,https://unfccc.int/sites/default/files/resource/202210152316---ICCI_GST%20Submission%20ICCI%20Cryosphere%20Inter-%2C%20Pre-%20or%20Insessional_15%20October%202022.pdf,not validated,,,,,,UNFCCC Information Portal,"Adaptation,Loss and damage,Capacitybuilding,Climate finance,Global stocktake,Means of implementation,Response measures,Mitigation,Technology,Science and research"
726448d7477a01d4603716b5a94495e2,Compilation and synthesis of fourth biennial reports of Parties included in Annex I to the Convention. Report by the secretariat. Executive summary,"Biennial reports (BR), Mitigation, Means of implementation","Pre-session documents, Synthesis reports",Compilation and synthesis of fourth biennial reports of Parties included in Annex I to the Convention. Report by the secretariat. Executive summary,,2020-11-12T12:00:00Z,English only,/documents/266353,https://unfccc.int/sites/default/files/resource/sbi2020_inf10.pdf,not validated,,,,,,UNFCCC Information Portal,"Biennial reports BR,Mitigation,Means of implementation"
0916514ce4bab2189a37f9200d203f1a,FSV1 record - Antigua and Barbuda,"Transparency framework, Means of implementation, Mitigation",Facilitative sharing of views reports (FSVR),UNFCCC Authors,,2021-08-25T12:00:00Z,English,/documents/302737,https://unfccc.int/sites/default/files/resource/FSVR1_ATG.pdf,not validated,,,,,,UNFCCC Information Portal,"Transparency framework,Means of implementation,Mitigation"
e6ec4c76ec83292b50d5f2b07a4bf226,Guatemala. National communication (NC). NC 3.,"Policies and measures, National communications (NC), Mitigation",National communications (NC),Guatemala,,2022-03-12T12:00:00Z,Spanish,/documents/461142,https://unfccc.int/sites/default/files/resource/3CNCC%20low_compressed.pdf,not validated,,Guatemala,,,,UNFCCC Information Portal,"Policies and measures,National communications NC,Mitigation"
29ec3b7f6079bc89394136c384054971,Input from Norway to the technical dialogue of the Global Stocktake,"Capacity-building, Climate finance, Loss and damage, Response measures, Means of implementation, Adaptation, Mitigation, Technology, Science and research, Equity",Submissions to the Global Stocktake,Norway,,2022-10-26T12:00:00Z,English,/documents/620416,https://unfccc.int/sites/default/files/resource/202210191109---Norway_second_submission%20GST.pdf,not validated,,,,,,UNFCCC Information Portal,"Capacitybuilding,Climate finance,Loss and damage,Response measures,Means of implementation,Adaptation,Mitigation,Technology,Science and research,Equity"
7b675b7ba7d694a6e4ac8094aa13c83c,Compilation and synthesis of fourth biennial reports of Parties included in Annex I to the Convention. Report by the secretariat. Addendum,"Biennial reports (BR), Mitigation, Means of implementation",Compilation and synthesis of fourth biennial reports of Parties included in Annex I to the Convention. Report by the secretariat. Addendum,UNFCCC. Secretariat,,2020-11-12T12:00:00Z,English only,/documents/266354,https://unfccc.int/sites/default/files/resource/sbi2020_inf10a01.pdf,not validated,,,,,,UNFCCC Information Portal,"Biennial reports BR,Mitigation,Means of implementation"
1aef6fc1a69249bc824cc32854e57aac,Facilitative sharing of views record - BUR1 Kuwait,"Transparency framework, Means of implementation, Mitigation",Facilitative sharing of views reports (FSVR),UNFCCC Authors,,2021-09-07T12:00:00Z,English,/documents/306646,https://unfccc.int/sites/default/files/resource/FSVR1_KWT_v5.pdf,not validated,,,,,,UNFCCC Information Portal,"Transparency framework,Means of implementation,Mitigation"
3c7b24636a19cd18f3ff9398b13cd09f,Climate Action Pathway. Human Settlements. Vision and Summary,"Urban infrastructure, Adaptation, Means of implementation, Mitigation, Science and research, Technology",Publications,Marrakech Partnership,,2021-07-21T12:00:00Z,English,/documents/299271,https://unfccc.int/sites/default/files/resource/HS_Vision%26Summary_2.1_0.pdf,not validated,,,,,,UNFCCC Information Portal,"Urban infrastructure,Adaptation,Means of implementation,Mitigation,Science and research,Technology"
63f88e22abdeffb10688779a1fda8823,Samoa. National Communication (NC). NC 2.,"National communications (NC), Mitigation",National communications (NC),Samoa. National Communication (NC). NC 2.,,,English,/documents/141286,https://unfccc.int/sites/default/files/resource/SNC_Samoa_2010_final.pdf,not validated,,Samoa,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
bd4f942396a7ceff5937064d765ab109,Mauritius. Biennial update report (BUR). BUR 1.,"Measurement, reporting and verification (MRV), Mitigation",Biennial update reports (BUR),Mauritius,,2021-12-31T12:00:00Z,English,/documents/419699,https://unfccc.int/sites/default/files/resource/First%20Biennial%20Update%20Report%20-%20Republic%20of%20Mauritius.pdf,not validated,,Mauritius,,,,UNFCCC Information Portal,"Measurement reporting and verification MRV,Mitigation"
f7843dd684739fc4fb865e895b6c0e2b,Long-Term Strategy on Energy and Climate Change 2020-2050,"Ambition and collective progress, Mitigation, Adaptation",Long-term low greenhouse gas emission development strategies (LT-LEDS),Andorra,,2021-11-10T12:00:00Z,English,/documents/310712,https://unfccc.int/sites/default/files/resource/AND_LTS_Nov2021.pdf,not validated,,Andorra,,,,UNFCCC Information Portal,"Ambition and collective progress,Mitigation,Adaptation"
137f6e4f5d60739db08f85d9e8f5e035,Submission by the Institute for Global Environmental Strategies to the first Global Stocktake,"Means of implementation, Capacity-building, Global stocktake",Submissions to the Global Stocktake,Institute for Global Environmental Strategies (IGES),,2022-09-02T12:00:00Z,English,/documents/611774,https://unfccc.int/sites/default/files/resource/202208311106---Submission%20by%20Institute%20for%20Global%20Environmental%20Strategies%20to%20the%20first%20Global%20Stocktake.pdf,not validated,,,,,,UNFCCC Information Portal,"Means of implementation,Capacitybuilding,Global stocktake"
6d99f168bb0f98acd04147fc795aa2a1,Cyprus’ Long-term low GHG emission development strategy - 2022 update,"Mitigation, Ambition and collective progress",Long-term low greenhouse gas emission development strategies (LT-LEDS),Cyprus,,2023-02-07T12:00:00Z,English,/documents/626523,https://unfccc.int/sites/default/files/resource/2022_lts_final_cyprus.pdf,not validated,,Cyprus,,,,UNFCCC Information Portal,"Mitigation,Ambition and collective progress"
deb34ebf611d8509427bb421b9afc08d,Technical analysis of the second biennial update report of Tunisia submitted on 31 December 2016. Summary report by the team of technical experts,"GHG inventories, Emission reduction targets, Means of implementation",Technical analysis summary report (TASR),UNFCCC,,2017-12-12T12:00:00Z,English,/documents/65115,https://unfccc.int/sites/default/files/resource/docs/2017/tasr/tun.pdf,not validated,,Tunisia,,,,UNFCCC Information Portal,"GHG inventories,Emission reduction targets,Means of implementation"
dae08ecad5521f6ff3a3e5b04037a1ba,Annual compilation and accounting report for Annex B Parties under the Kyoto Protocol for 2020. Note by the secretariat,"GHG inventories, Mitigation","Pre-session documents, Annual compilation and accounting reports",Annual compilation and accounting report for Annex B Parties under the Kyoto Protocol for 2020. Note by the secretariat,,2020-11-13T12:00:00Z,Spanish,/documents/266373,https://unfccc.int/sites/default/files/resource/cmp2020_05S.pdf,not validated,,,,,,UNFCCC Information Portal,"GHG inventories,Mitigation"
f71fbc43ed70c8d6acadce8ce17e8142,Lao People's Democratic Republic. Biennial update report (BUR). BUR 1.,Mitigation actions and commitments,Biennial update reports (BUR),Lao People's Democratic Republic,,2020-07-28T12:00:00Z,English,/documents/274307,https://unfccc.int/sites/default/files/resource/The%20First%20Biennial%20Update%20Report-BUR_Lao%20PDR.pdf,not validated,,Lao Peoples Democratic Republic,,,,UNFCCC Information Portal,Mitigation actions and commitments
efeec269f7956bac60b38b85e427609f,Kazakhstan. 2021 National Inventory Report (NIR),"GHG inventories, Mitigation",Kazakhstan. 2021 National Inventory Report (NIR),Kazakhstan,,2021-05-28T12:00:00Z,Russian,/documents/276912,https://unfccc.int/sites/default/files/resource/kaz-2021-nir-28may21.zip,not validated,,Kazakhstan,,,,UNFCCC Information Portal,"GHG inventories,Mitigation"
6e5233b2a6bc3f008d5af2bdd1c44ba0,ILO Global Stocktake. Advancing climate action with decent work and a just transition for all. Submission by the International Labour Office,"Equity, Loss and damage, Response measures, Climate finance, Means of implementation, Capacity-building, Technology, Science and research",Submissions to the Global Stocktake,International Labour Organization (ILO),,2022-04-01T12:00:00Z,English,/documents/461589,https://unfccc.int/sites/default/files/resource/202202231723---Global%20Stocktake%20-%202022%20Submission%20-%20International%20Labour%20Office.pdf,not validated,,,,,,UNFCCC Information Portal,"Equity,Loss and damage,Response measures,Climate finance,Means of implementation,Capacitybuilding,Technology,Science and research"
f07165a48762af460442079f871b622a,Malawi. Biennial update report (BUR). BUR 1.,"Measurement, reporting and verification (MRV), Mitigation",Biennial update reports (BUR),Malawi,,2021-12-22T12:00:00Z,English,/documents/403593,https://unfccc.int/sites/default/files/resource/Malawi%20BUR1%20submitted.pdf,not validated,,Malawi,,,,UNFCCC Information Portal,"Measurement reporting and verification MRV,Mitigation"
5afa44b9ec67d21d48ae6cbc46bddd82,United Kingdom. 2022 National Inventory Report (NIR),"GHG inventories, Mitigation",National inventory reports (NIR),United Kingdom of Great Britain and Northern Ireland,,2022-04-14T12:00:00Z,English,/documents/461922,https://unfccc.int/sites/default/files/resource/gbk-2022-nir-14apr22_0.zip,not validated,,United Kingdom of Great Britain and Northern Ireland,,,,UNFCCC Information Portal,"GHG inventories,Mitigation"
5c6ca89c53013f4f7a08fa3df5bfb32f,Inputs for the First Global Stocktake Submission by the International Union for Conservation of Nature (IUCN),Inputs for the First Global Stocktake Submission by the International Union for Conservation of Nature (IUCN),Submissions to the Global Stocktake,International Union for Conservation of Nature (IUCN),,2022-04-13T12:00:00Z,English,/documents/461841,https://unfccc.int/sites/default/files/resource/202208051954---IUCN%20submission%20for%20First%20Global%20Stocktake%20-%20updated%20August%202022.pdf,not validated,,,,,,UNFCCC Information Portal,"Global stocktake,Adaptation,Mitigation,Climate finance"
e06c06418eb6ca4c4c0b4d11265bc544,Indonesia. Biennial update report (BUR). BUR 2.,"Biennial update reports (BUR), Mitigation",Biennial update reports (BUR),Indonesia,,2018-12-27T12:00:00Z,English,/documents/192165,https://unfccc.int/sites/default/files/resource/Indonesia-2nd_BUR.pdf,not validated,,Indonesia,,,,UNFCCC Information Portal,"Biennial update reports BUR,Mitigation"
641a55d4442925f590a99c09f1949269,Technical analysis of the first biennial update report of Zambia submitted on 7 December 2020. Summary report by the team of technical experts,"Biennial update reports (BUR), National communications (NC), International consultations and analysis (ICA), Mitigation, Means of implementation",Technical analysis summary report (TASR),UNFCCC. Secretariat,,2021-09-13T12:00:00Z,English only,/documents/306769,https://unfccc.int/sites/default/files/resource/tasr2021_ZMB.pdf,not validated,,Zambia,,,,UNFCCC Information Portal,"Biennial update reports BUR,National communications NC,International consultations and analysis ICA,Mitigation,Means of implementation"
ccdd161be09c027a1558d6366863763f,Facilitative sharing of views record -BUR2 Montenegro,"Transparency framework, Means of implementation, Mitigation",Facilitative sharing of views reports (FSVR),UNFCCC Authors,,2021-04-12T12:00:00Z,English,/documents/271459,https://unfccc.int/sites/default/files/resource/FSVR2_MNE.pdf,not validated,,,,,,UNFCCC Information Portal,"Transparency framework,Means of implementation,Mitigation"
f9a064b722c4e2fe06fed853d223ba20,Global Stocktake Submission: “Country” of Permafrost Submission from Prince Albert II of Monaco Foundation,"Global stocktake, Adaptation, Science and research",Submissions to the Global Stocktake,Prince Albert II of Monaco Foundation,,2022-04-01T12:00:00Z,English,/documents/461566,https://unfccc.int/sites/default/files/resource/202203031658---Prince%20Albert%20II%20of%20Monaco%20foundation%20-GST-Feb22.pdf,not validated,,,,,,UNFCCC Information Portal,"Global stocktake,Adaptation,Science and research"
7a45f1167d091de825f4cd6d5964e4ef,Armenia. National communication (NC). NC 4.,"Policies and measures, National communications (NC), Mitigation",National communications (NC),Armenia,,2020-05-17T12:00:00Z,English,/documents/227815,https://unfccc.int/sites/default/files/resource/NC4_Armenia_.pdf,not validated,,Armenia,,,,UNFCCC Information Portal,"Policies and measures,National communications NC,Mitigation"
a2092d7cc11a197fe489c31c8455f359,Technical analysis of the first biennial update report of Maldives submitted on 24 November 2019. Summary report by the team of technical experts,"Biennial update reports (BUR), National communications (NC), International consultations and analysis (ICA), Means of implementation, Mitigation",Technical analysis summary report (TASR),Technical analysis of the first biennial update report of Maldives submitted on 24 November 2019. Summary report by the team of technical experts,,2020-10-20T12:00:00Z,English only,/documents/257163,https://unfccc.int/sites/default/files/resource/tasr2020_MDV.pdf,not validated,,Maldives,,,,UNFCCC Information Portal,"Biennial update reports BUR,National communications NC,International consultations and analysis ICA,Means of implementation,Mitigation"
